Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
4.746,0.0,0.0,0.0,0.0,0.0,0.0
4.776,0.0,0.0,0.0,0.0,0.0,0.0
4.801,0.0,0.0,0.0,0.0,0.0,0.0
4.83,0.0,0.0,0.0,0.0,0.0,0.0
4.855,0.0,0.0,0.0,0.0,0.0,0.0
4.885,0.0,0.0,0.0,0.0,0.0,0.0
4.91,0.0,0.0,0.0,0.0,0.0,0.0
4.935,0.0,0.0,0.0,0.0,0.0,0.0
4.961,0.0,0.0,0.0,0.0,0.0,0.0
4.986,0.0,0.0,0.0,0.0,0.0,0.0
5.013,0.0,0.0,0.0,0.0,0.0,0.0
5.038,0.0,0.0,0.0,0.0,0.0,0.0
5.063,0.0,0.0,0.0,0.0,0.0,0.0
5.089,0.0,0.0,0.0,0.0,0.0,0.0
5.115,0.0,0.0,0.0,0.0,0.0,0.0
5.144,0.0,0.0,0.0,0.0,0.0,0.0
5.17,0.0,0.0,0.0,0.0,0.0,0.0
5.196,0.0,0.0,0.0,0.0,0.0,0.0
5.222,0.0,0.0,0.0,0.0,0.0,0.0
5.25,0.0,0.0,0.0,0.0,0.0,0.0
5.278,0.0,0.0,0.0,0.0,0.0,0.0
5.304,0.0,0.0,0.0,0.0,0.0,0.0
5.33,0.0,0.0,0.0,0.0,0.0,0.0
5.356,0.0,0.0,0.0,0.0,0.0,0.0
5.381,0.0,0.0,0.0,0.0,0.0,0.0
5.406,0.0,0.0,0.0,0.0,0.0,0.0
5.432,0.0,0.0,0.0,0.0,0.0,0.0
5.46,0.0,0.0,0.0,0.0,0.0,0.0
5.489,0.0,0.0,0.0,0.0,0.0,0.0
5.514,0.0,0.0,0.0,0.0,0.0,0.0
5.539,0.0,0.0,0.0,0.0,0.0,0.0
5.566,0.0,0.0,0.0,0.0,0.0,0.0
5.591,0.0,0.0,0.0,0.0,0.0,0.0
5.62,0.0,0.0,0.0,0.0,0.0,0.0
5.648,0.0,0.0,0.0,0.0,0.0,0.0
5.677,0.0,0.0,0.0,0.0,0.0,0.0
5.705,0.0,0.0,0.0,0.0,0.0,0.0
5.731,0.0,0.0,0.0,0.0,0.0,0.0
5.76,0.0,0.0,0.0,0.0,0.0,0.0
5.791,0.0,0.0,0.0,0.0,0.0,0.0
5.821,0.0,0.0,0.0,0.0,0.0,0.0
5.846,0.0,0.0,0.0,0.0,0.0,0.0
5.874,0.0,0.0,0.0,0.0,0.0,0.0
5.899,0.0,0.0,0.0,0.0,0.0,0.0
5.928,0.0,0.0,0.0,0.0,0.0,0.0
5.957,0.0,0.0,0.0,0.0,0.0,0.0
5.982,0.0,0.0,0.0,0.0,0.0,0.0
6.012,0.0,0.0,0.0,0.0,0.0,0.0
6.04,0.0,0.0,0.0,0.0,0.0,0.0
6.066,0.0,0.0,0.0,0.0,0.0,0.0
6.094,0.0,0.0,0.0,0.0,0.0,0.0
6.12,0.0,0.0,0.0,0.0,0.0,0.0
6.148,0.0,0.0,0.0,0.0,0.0,0.0
6.176,0.0,0.0,0.0,0.0,0.0,0.0
6.206,0.0,0.0,0.0,0.0,0.0,0.0
6.232,0.0,0.0,0.0,0.0,0.0,0.0
6.258,0.0,0.0,0.0,0.0,0.0,0.0
6.286,0.0,0.0,0.0,0.0,0.0,0.0
6.312,0.0,0.0,0.0,0.0,0.0,0.0
6.34,0.0,0.0,0.0,0.0,0.0,0.0
6.365,0.0,0.0,0.0,0.0,0.0,0.0
6.39,0.0,0.0,0.0,0.0,0.0,0.0
6.415,0.0,0.0,0.0,0.0,0.0,0.0
6.445,0.0,0.0,0.0,0.0,0.0,0.0
6.471,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0
6.527,0.0,0.0,0.0,0.0,0.0,0.0
6.558,0.0,0.0,0.0,0.0,0.0,0.0
6.588,0.0,0.0,0.0,0.0,0.0,0.0
6.613,0.0,0.0,0.0,0.0,0.0,0.0
6.64,0.0,0.0,0.0,0.0,0.0,0.0
6.666,0.0,0.0,0.0,0.0,0.0,0.0
6.696,0.0,0.0,0.0,0.0,0.0,0.0
6.721,0.0,0.0,0.0,0.0,0.0,0.0
6.751,0.0,0.0,0.0,0.0,0.0,0.0
6.779,0.0,0.0,0.0,0.0,0.0,0.0
6.806,0.0,0.0,0.0,0.0,0.0,0.0
6.831,0.0,0.0,0.0,0.0,0.0,0.0
6.861,0.0,0.0,0.0,0.0,0.0,0.0
6.891,0.0,0.0,0.0,0.0,0.0,0.0
6.916,0.0,0.0,0.0,0.0,0.0,0.0
6.944,0.0,0.0,0.0,0.0,0.0,0.0
6.971,0.0,0.0,0.0,0.0,0.0,0.0
7.001,0.0,0.0,0.0,0.0,0.0,0.0
7.029,0.0,0.0,0.0,0.0,0.0,0.0
7.059,0.0,0.0,0.0,0.0,0.0,0.0
7.088,0.0,0.0,0.0,0.0,0.0,0.0
7.114,0.0,0.0,0.0,0.0,0.0,0.0
7.139,0.0,0.0,0.0,0.0,0.0,0.0
7.164,0.0,0.0,0.0,0.0,0.0,0.0
7.191,0.0,0.0,0.0,0.0,0.0,0.0
7.221,0.0,0.0,0.0,0.0,0.0,0.0
7.251,0.0,0.0,0.0,0.0,0.0,0.0
7.279,0.0,0.0,0.0,0.0,0.0,0.0
7.304,0.0,0.0,0.0,0.0,0.0,0.0
7.33,0.0,0.0,0.0,0.0,0.0,0.0
7.359,0.0,0.0,0.0,0.0,0.0,0.0
7.384,0.0,0.0,0.0,0.0,0.0,0.0
7.41,0.0,0.0,0.0,0.0,0.0,0.0
7.44,0.0,0.0,0.0,0.0,0.0,0.0
7.465,0.0,0.0,0.0,0.0,0.0,0.0
7.491,0.0,0.0,0.0,0.0,0.0,0.0
7.52,0.0,0.0,0.0,0.0,0.0,0.0
7.547,0.0,0.0,0.0,0.0,0.0,0.0
7.577,0.0,0.0,0.0,0.0,0.0,0.0
7.605,0.0,0.0,0.0,0.0,0.0,0.0
7.631,0.0,0.0,0.0,0.0,0.0,0.0
7.661,0.0,0.0,0.0,0.0,0.0,0.0
7.691,0.0,0.0,0.0,0.0,0.0,0.0
7.721,0.0,0.0,0.0,0.0,0.0,0.0
7.75,0.0,0.0,0.0,0.0,0.0,0.0
7.777,0.0,0.0,0.0,0.0,0.0,0.0
7.805,0.0,0.0,0.0,0.0,0.0,0.0
7.83,0.0,0.0,0.0,0.0,0.0,0.0
7.856,0.0,0.0,0.0,0.0,0.0,0.0
7.882,0.0,0.0,0.0,0.0,0.0,0.0
7.909,0.0,0.0,0.0,0.0,0.0,0.0
7.939,0.0,0.0,0.0,0.0,0.0,0.0
7.964,0.0,0.0,0.0,0.0,0.0,0.0
7.99,0.0,0.0,0.0,0.0,0.0,0.0
8.015,0.0,0.0,0.0,0.0,0.0,0.0
8.04,0.0,0.0,0.0,0.0,0.0,0.0
8.066,0.0,0.0,0.0,0.0,0.0,0.0
8.094,0.0,0.0,0.0,0.0,0.0,0.0
8.12,0.0,0.0,0.0,0.0,0.0,0.0
8.146,0.0,0.0,0.0,0.0,0.0,0.0
8.171,0.0,0.0,0.0,0.0,0.0,0.0
8.201,0.0,0.0,0.0,0.0,0.0,0.0
8.23,0.0,0.0,0.0,0.0,0.0,0.0
8.26,0.0,0.0,0.0,0.0,0.0,0.0
8.285,0.0,0.0,0.0,0.0,0.0,0.0
8.313,0.0,0.0,0.0,0.0,0.0,0.0
8.341,0.0,0.0,0.0,0.0,0.0,0.0
8.37,0.0,0.0,0.0,0.0,0.0,0.0
8.395,0.0,0.0,0.0,0.0,0.0,0.0
8.421,0.0,0.0,0.0,0.0,0.0,0.0
8.448,0.0,0.0,0.0,0.0,0.0,0.0
8.478,0.0,0.0,0.0,0.0,0.0,0.0
8.504,0.0,0.0,0.0,0.0,0.0,0.0
8.533,0.0,0.0,0.0,0.0,0.0,0.0
8.561,0.0,0.0,0.0,0.0,0.0,0.0
8.59,0.0,0.0,0.0,0.0,0.0,0.0
8.62,0.0,0.0,0.0,0.0,0.0,0.0
8.646,0.0,0.0,0.0,0.0,0.0,0.0
8.672,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0
8.729,0.0,0.0,0.0,0.0,0.0,0.0
8.756,0.0,0.0,0.0,0.0,0.0,0.0
8.781,0.0,0.0,0.0,0.0,0.0,0.0
8.808,0.0,0.0,0.0,0.0,0.0,0.0
8.835,0.0,0.0,0.0,0.0,0.0,0.0
8.863,0.0,0.0,0.0,0.0,0.0,0.0
8.89,0.0,0.0,0.0,0.0,0.0,0.0
8.915,0.0,0.0,0.0,0.0,0.0,0.0
8.941,0.0,0.0,0.0,0.0,0.0,0.0
8.971,0.0,0.0,0.0,0.0,0.0,0.0
9.001,0.0,0.0,0.0,0.0,0.0,0.0
9.03,0.0,0.0,0.0,0.0,0.0,0.0
9.056,0.0,0.0,0.0,0.0,0.0,0.0
9.082,0.0,0.0,0.0,0.0,0.0,0.0
9.11,0.0,0.0,0.0,0.0,0.0,0.0
9.14,0.0,0.0,0.0,0.0,0.0,0.0
9.166,0.0,0.0,0.0,0.0,0.0,0.0
9.191,0.0,0.0,0.0,0.0,0.0,0.0
9.217,0.0,0.0,0.0,0.0,0.0,0.0
9.242,0.0,0.0,0.0,0.0,0.0,0.0
9.271,0.0,0.0,0.0,0.0,0.0,0.0
9.301,0.0,0.0,0.0,0.0,0.0,0.0
9.33,0.0,0.0,0.0,0.0,0.0,0.0
9.355,0.0,0.0,0.0,0.0,0.0,0.0
9.381,0.0,0.0,0.0,0.0,0.0,0.0
9.407,0.0,0.0,0.0,0.0,0.0,0.0
9.432,0.0,0.0,0.0,0.0,0.0,0.0
9.461,0.0,0.0,0.0,0.0,0.0,0.0
9.486,0.0,0.0,0.0,0.0,0.0,0.0
9.512,0.0,0.0,0.0,0.0,0.0,0.0
9.54,0.0,0.0,0.0,0.0,0.0,0.0
9.565,0.0,0.0,0.0,0.0,0.0,0.0
9.591,0.0,0.0,0.0,0.0,0.0,0.0
9.616,0.0,0.0,0.0,0.0,0.0,0.0
9.642,0.0,0.0,0.0,0.0,0.0,0.0
9.671,0.0,0.0,0.0,0.0,0.0,0.0
9.701,0.0,0.0,0.0,0.0,0.0,0.0
9.73,0.0,0.0,0.0,0.0,0.0,0.0
9.756,0.0,0.0,0.0,0.0,0.0,0.0
9.782,0.0,0.0,0.0,0.0,0.0,0.0
9.81,0.0,0.0,0.0,0.0,0.0,0.0
9.84,0.0,0.0,0.0,0.0,0.0,0.0
9.865,0.0,0.0,0.0,0.0,0.0,0.0
9.89,0.0,0.0,0.0,0.0,0.0,0.0
9.916,0.0,0.0,0.0,0.0,0.0,0.0
9.941,0.0,0.0,0.0,0.0,0.0,0.0
9.968,0.0,0.0,0.0,0.0,0.0,0.0
9.994,0.0,0.0,0.0,0.0,0.0,0.0
10.021,0.0,0.0,0.0,0.0,0.0,0.0
10.048,0.0,0.0,0.0,0.0,0.0,0.0
10.073,0.0,0.0,0.0,0.0,0.0,0.0
10.101,0.0,0.0,0.0,0.0,0.0,0.0
10.13,0.0,0.0,0.0,0.0,0.0,0.0
10.156,0.0,0.0,0.0,0.0,0.0,0.0
10.182,0.0,0.0,0.0,0.0,0.0,0.0
10.21,0.0,0.0,0.0,0.0,0.0,0.0
10.238,0.0,0.0,0.0,0.0,0.0,0.0
10.263,0.0,0.0,0.0,0.0,0.0,0.0
10.291,0.0,0.0,0.0,0.0,0.0,0.0
10.321,0.0,0.0,0.0,0.0,0.0,0.0
10.346,0.0,0.0,0.0,0.0,0.0,0.0
10.371,0.0,0.0,0.0,0.0,0.0,0.0
10.4,0.0,0.0,0.0,0.0,0.0,0.0
10.427,0.0,0.0,0.0,0.0,0.0,0.0
10.452,0.0,0.0,0.0,0.0,0.0,0.0
10.481,0.0,0.0,0.0,0.0,0.0,0.0
10.51,0.0,0.0,0.0,0.0,0.0,0.0
10.538,0.0,0.0,0.0,0.0,0.0,0.0
10.564,0.0,0.0,0.0,0.0,0.0,0.0
10.591,0.0,0.0,0.0,0.0,0.0,0.0
10.616,0.0,0.0,0.0,0.0,0.0,0.0
10.642,0.0,0.0,0.0,0.0,0.0,0.0
10.671,0.0,0.0,0.0,0.0,0.0,0.0
10.697,0.0,0.0,0.0,0.0,0.0,0.0
10.727,0.0,0.0,0.0,0.0,0.0,0.0
10.757,0.0,0.0,0.0,0.0,0.0,0.0
10.783,0.0,0.0,0.0,0.0,0.0,0.0
10.81,0.0,0.0,0.0,0.0,0.0,0.0
10.839,0.0,0.0,0.0,0.0,0.0,0.0
10.865,0.0,0.0,0.0,0.0,0.0,0.0
10.891,0.0,0.0,0.0,0.0,0.0,0.0
10.92,0.0,0.0,0.0,0.0,0.0,0.0
10.95,0.0,0.0,0.0,0.0,0.0,0.0
10.979,0.0,0.0,0.0,0.0,0.0,0.0
11.006,0.0,0.0,0.0,0.0,0.0,0.0
11.032,0.0,0.0,0.0,0.0,0.0,0.0
11.061,0.0,0.0,0.0,0.0,0.0,0.0
11.091,0.0,0.0,0.0,0.0,0.0,0.0
11.12,0.0,0.0,0.0,0.0,0.0,0.0
11.146,0.0,0.0,0.0,0.0,0.0,0.0
11.171,0.0,0.0,0.0,0.0,0.0,0.0
11.2,0.0,0.0,0.0,0.0,0.0,0.0
11.229,0.0,0.0,0.0,0.0,0.0,0.0
11.257,0.0,0.0,0.0,0.0,0.0,0.0
11.282,0.0,0.0,0.0,0.0,0.0,0.0
11.31,0.0,0.0,0.0,0.0,0.0,0.0
11.339,0.0,0.0,0.0,0.0,0.0,0.0
11.364,0.0,0.0,0.0,0.0,0.0,0.0
11.391,0.0,0.0,0.0,0.0,0.0,0.0
11.42,0.0,0.0,0.0,0.0,0.0,0.0
11.445,0.0,0.0,0.0,0.0,0.0,0.0
11.471,0.0,0.0,0.0,0.0,0.0,0.0
11.501,0.0,0.0,0.0,0.0,0.0,0.0
11.53,0.0,0.0,0.0,0.0,0.0,0.0
11.56,0.0,0.0,0.0,0.0,0.0,0.0
11.586,0.0,0.0,0.0,0.0,0.0,0.0
11.613,0.0,0.0,0.0,0.0,0.0,0.0
11.64,0.0,0.0,0.0,0.0,0.0,0.0
11.666,0.0,0.0,0.0,0.0,0.0,0.0
11.691,0.0,0.0,0.0,0.0,0.0,0.0
11.721,0.0,0.0,0.0,0.0,0.0,0.0
11.746,0.0,0.0,0.0,0.0,0.0,0.0
11.776,0.0,0.0,0.0,0.0,0.0,0.0
11.806,0.0,0.0,0.0,0.0,0.0,0.0
11.832,0.0,0.0,0.0,0.0,0.0,0.0
11.859,0.0,0.0,0.0,0.0,0.0,0.0
11.884,0.0,0.0,0.0,0.0,0.0,0.0
11.911,0.0,0.0,0.0,0.0,0.0,0.0
11.94,0.0,0.0,0.0,0.0,0.0,0.0
11.965,0.0,0.0,0.0,0.0,0.0,0.0
11.991,0.0,0.0,0.0,0.0,0.0,0.0
12.021,0.0,0.0,0.0,0.0,0.0,0.0
12.05,0.0,0.0,0.0,0.0,0.0,0.0
12.08,0.0,0.0,0.0,0.0,0.0,0.0
12.106,0.0,0.0,0.0,0.0,0.0,0.0
12.132,0.0,0.0,0.0,0.0,0.0,0.0
12.161,0.0,0.0,0.0,0.0,0.0,0.0
12.191,0.0,0.0,0.0,0.0,0.0,0.0
12.221,0.0,0.0,0.0,0.0,0.0,0.0
12.25,0.0,0.0,0.0,0.0,0.0,0.0
12.279,0.0,0.0,0.0,0.0,0.0,0.0
12.306,0.0,0.0,0.0,0.0,0.0,0.0
12.332,0.0,0.0,0.0,0.0,0.0,0.0
12.357,0.0,0.0,0.0,0.0,0.0,0.0
12.382,0.0,0.0,0.0,0.0,0.0,0.0
12.411,0.0,0.0,0.0,0.0,0.0,0.0
12.44,0.0,0.0,0.0,0.0,0.0,0.0
12.469,0.0,0.0,0.0,0.0,0.0,0.0
12.496,0.0,0.0,0.0,0.0,0.0,0.0
12.526,0.0,0.0,0.0,0.0,0.0,0.0
12.556,0.0,0.0,0.0,0.0,0.0,0.0
12.582,0.0,0.0,0.0,0.0,0.0,0.0
12.611,0.0,0.0,0.0,0.0,0.0,0.0
12.64,0.0,0.0,0.0,0.0,0.0,0.0
12.667,0.0,0.0,0.0,0.0,0.0,0.0
12.696,0.0,0.0,0.0,0.0,0.0,0.0
12.726,0.0,0.0,0.0,0.0,0.0,0.0
12.751,0.0,0.0,0.0,0.0,0.0,0.0
12.78,0.0,0.0,0.0,0.0,0.0,0.0
12.806,0.0,0.0,0.0,0.0,0.0,0.0
12.831,0.0,0.0,0.0,0.0,0.0,0.0
12.856,0.0,0.0,0.0,0.0,0.0,0.0
12.882,0.0,0.0,0.0,0.0,0.0,0.0
12.91,0.0,0.0,0.0,0.0,0.0,0.0
12.938,0.0,0.0,0.0,0.0,0.0,0.0
12.964,0.0,0.0,0.0,0.0,0.0,0.0
12.991,0.0,0.0,0.0,0.0,0.0,0.0
13.017,0.0,0.0,0.0,0.0,0.0,0.0
13.043,0.0,0.0,0.0,0.0,0.0,0.0
13.071,0.0,0.0,0.0,0.0,0.0,0.0
13.101,0.0,0.0,0.0,0.0,0.0,0.0
13.13,0.0,0.0,0.0,0.0,0.0,0.0
13.16,0.0,0.0,0.0,0.0,0.0,0.0
13.19,0.0,0.0,0.0,0.0,0.0,0.0
13.215,0.0,0.0,0.0,0.0,0.0,0.0
13.241,0.0,0.0,0.0,0.0,0.0,0.0
13.271,0.0,0.0,0.0,0.0,0.0,0.0
13.301,0.0,0.0,0.0,0.0,0.0,0.0
